indice,Date,Time,FQI171,PIR171
641,9/1/2023,9/1/2023 21:00,178.69,14.90
642,9/1/2023,9/1/2023 21:01,185.29,14.88
643,9/1/2023,9/1/2023 21:03,200.00,14.80
644,9/1/2023,9/1/2023 21:04,214.20,14.74
645,9/1/2023,9/1/2023 21:06,251.20,14.58
646,9/1/2023,9/1/2023 21:07,298.45,14.10
647,9/1/2023,9/1/2023 21:09,258.56,14.38
648,9/1/2023,9/1/2023 21:10,208.82,14.77
649,9/1/2023,9/1/2023 21:12,142.27,15.20
650,9/1/2023,9/1/2023 21:13,117.10,15.34
651,9/1/2023,9/1/2023 21:15,119.70,15.33
652,9/1/2023,9/1/2023 21:16,108.75,15.35
653,9/1/2023,9/1/2023 21:18,116.62,15.32
654,9/1/2023,9/1/2023 21:19,134.33,15.22
655,9/1/2023,9/1/2023 21:21,113.44,15.33
656,9/1/2023,9/1/2023 21:22,81.20,15.45
657,9/1/2023,9/1/2023 21:24,72.88,15.49
658,9/1/2023,9/1/2023 21:25,102.82,15.38
659,9/1/2023,9/1/2023 21:27,118.73,15.33
660,9/1/2023,9/1/2023 21:28,80.43,15.45
661,9/1/2023,9/1/2023 21:30,100.13,15.37
662,9/1/2023,9/1/2023 21:31,130.22,15.25
663,9/1/2023,9/1/2023 21:33,62.21,15.47
664,9/1/2023,9/1/2023 21:34,132.25,15.21
665,9/1/2023,9/1/2023 21:36,303.44,14.06
666,9/1/2023,9/1/2023 21:37,344.18,13.79
667,9/1/2023,9/1/2023 21:39,344.35,14.26
668,9/1/2023,9/1/2023 21:40,291.60,14.68
669,9/1/2023,9/1/2023 21:42,304.50,14.45
670,9/1/2023,9/1/2023 21:43,350.09,13.83
671,9/1/2023,9/1/2023 21:45,330.18,13.86
672,9/1/2023,9/1/2023 21:46,312.75,13.98
673,9/1/2023,9/1/2023 21:48,310.59,13.94
674,9/1/2023,9/1/2023 21:49,309.67,13.89
675,9/1/2023,9/1/2023 21:51,286.84,14.05
676,9/1/2023,9/1/2023 21:52,330.83,13.56
677,9/1/2023,9/1/2023 21:54,341.30,13.38
678,9/1/2023,9/1/2023 21:55,252.56,14.03
679,9/1/2023,9/1/2023 21:57,284.38,14.07
680,9/1/2023,9/1/2023 21:58,306.17,13.82
681,9/1/2023,9/1/2023 22:00,299.82,13.92
682,9/1/2023,9/1/2023 22:01,298.89,13.96
683,9/1/2023,9/1/2023 22:03,299.53,13.98
684,9/1/2023,9/1/2023 22:04,307.90,14.08
685,9/1/2023,9/1/2023 22:06,320.44,14.40
686,9/1/2023,9/1/2023 22:07,309.13,14.47
687,9/1/2023,9/1/2023 22:09,341.43,14.05
688,9/1/2023,9/1/2023 22:10,261.29,14.36
689,9/1/2023,9/1/2023 22:12,180.24,15.15
690,9/1/2023,9/1/2023 22:13,139.38,15.39
691,9/1/2023,9/1/2023 22:15,124.47,15.43
692,9/1/2023,9/1/2023 22:16,90.30,15.55
693,9/1/2023,9/1/2023 22:18,109.13,15.45
694,9/1/2023,9/1/2023 22:19,124.67,15.36
695,9/1/2023,9/1/2023 22:21,164.36,15.16
696,9/1/2023,9/1/2023 22:22,205.22,14.85
697,9/1/2023,9/1/2023 22:24,147.56,15.10
698,9/1/2023,9/1/2023 22:25,148.56,15.11
699,9/1/2023,9/1/2023 22:27,146.19,15.06
700,9/1/2023,9/1/2023 22:28,226.89,14.63
701,9/1/2023,9/1/2023 22:30,113.94,15.14
702,9/1/2023,9/1/2023 22:31,63.00,15.36
703,9/1/2023,9/1/2023 22:33,57.17,15.37
704,9/1/2023,9/1/2023 22:34,65.40,15.34
705,9/1/2023,9/1/2023 22:36,141.86,15.09
706,9/1/2023,9/1/2023 22:37,123.67,15.11
707,9/1/2023,9/1/2023 22:39,95.00,15.27
708,9/1/2023,9/1/2023 22:40,119.50,15.17
709,9/1/2023,9/1/2023 22:42,126.14,15.16
710,9/1/2023,9/1/2023 22:43,126.63,15.22
711,9/1/2023,9/1/2023 22:45,90.46,15.43
712,9/1/2023,9/1/2023 22:46,90.38,15.42
713,9/1/2023,9/1/2023 22:48,103.83,15.37
714,9/1/2023,9/1/2023 22:49,123.00,15.32
715,9/1/2023,9/1/2023 22:51,183.54,14.98
716,9/1/2023,9/1/2023 22:52,193.71,14.89
717,9/1/2023,9/1/2023 22:54,170.31,15.01
718,9/1/2023,9/1/2023 22:55,157.00,15.06
719,9/1/2023,9/1/2023 22:57,88.13,15.38
720,9/1/2023,9/1/2023 22:58,43.00,15.53
721,9/1/2023,9/1/2023 23:00,36.50,15.55
722,9/1/2023,9/1/2023 23:01,35.80,15.57
723,9/1/2023,9/1/2023 23:03,51.60,15.55
724,9/1/2023,9/1/2023 23:04,138.25,15.21
725,9/1/2023,9/1/2023 23:06,152.12,15.15
726,9/1/2023,9/1/2023 23:07,111.73,15.31
727,9/1/2023,9/1/2023 23:09,220.82,14.70
728,9/1/2023,9/1/2023 23:10,259.33,14.42
729,9/1/2023,9/1/2023 23:12,219.86,14.57
730,9/1/2023,9/1/2023 23:13,169.89,15.02
731,9/1/2023,9/1/2023 23:15,123.50,15.26
732,9/1/2023,9/1/2023 23:16,202.25,14.77
733,9/1/2023,9/1/2023 23:18,173.47,14.96
734,9/1/2023,9/1/2023 23:19,107.75,15.28
735,9/1/2023,9/1/2023 23:21,146.76,15.14
736,9/1/2023,9/1/2023 23:22,226.67,14.63
737,9/1/2023,9/1/2023 23:24,238.09,14.52
738,9/1/2023,9/1/2023 23:25,243.11,14.48
739,9/1/2023,9/1/2023 23:27,288.31,14.12
740,9/1/2023,9/1/2023 23:28,242.89,14.37
741,9/1/2023,9/1/2023 23:30,231.07,14.79
742,9/1/2023,9/1/2023 23:31,229.22,15.30
743,9/1/2023,9/1/2023 23:33,245.63,15.17
744,9/1/2023,9/1/2023 23:34,249.80,14.97
745,9/1/2023,9/1/2023 23:36,240.17,14.98
746,9/1/2023,9/1/2023 23:37,240.80,14.90
747,9/1/2023,9/1/2023 23:39,242.18,14.84
748,9/1/2023,9/1/2023 23:40,262.10,14.65
749,9/1/2023,9/1/2023 23:42,279.36,14.43
750,9/1/2023,9/1/2023 23:43,154.00,15.27
751,9/1/2023,9/1/2023 23:45,119.94,15.43
752,9/1/2023,9/1/2023 23:46,157.43,15.23
753,9/1/2023,9/1/2023 23:48,140.58,15.29
754,9/1/2023,9/1/2023 23:49,101.92,15.46
755,9/1/2023,9/1/2023 23:51,99.00,15.48
756,9/1/2023,9/1/2023 23:52,95.40,15.50
757,9/1/2023,9/1/2023 23:54,76.75,15.57
758,9/1/2023,9/1/2023 23:55,90.78,15.54
759,9/1/2023,9/1/2023 23:57,136.73,15.36
760,9/1/2023,9/1/2023 23:58,106.50,15.49
761,9/1/2023,9/2/2023 0:00,85.00,15.56
762,9/1/2023,9/2/2023 0:01,88.88,15.57
763,9/1/2023,9/2/2023 0:03,101.27,15.54
764,9/1/2023,9/2/2023 0:04,87.89,15.58
765,9/1/2023,9/2/2023 0:06,81.75,15.60
766,9/1/2023,9/2/2023 0:07,95.67,15.55
767,9/1/2023,9/2/2023 0:09,140.00,15.37
768,9/1/2023,9/2/2023 0:10,115.25,15.45
769,9/1/2023,9/2/2023 0:12,114.73,15.44
770,9/1/2023,9/2/2023 0:13,202.64,14.97
771,9/1/2023,9/2/2023 0:15,174.86,15.10
772,9/1/2023,9/2/2023 0:16,122.78,15.39
773,9/1/2023,9/2/2023 0:18,91.57,15.53
774,9/1/2023,9/2/2023 0:19,100.63,15.51
775,9/1/2023,9/2/2023 0:21,95.00,15.55
776,9/1/2023,9/2/2023 0:22,83.00,15.62
777,9/1/2023,9/2/2023 0:24,87.20,15.62
778,9/1/2023,9/2/2023 0:25,73.78,15.66
779,9/1/2023,9/2/2023 0:27,78.22,15.65
780,9/1/2023,9/2/2023 0:28,120.42,15.51
781,9/1/2023,9/2/2023 0:30,136.64,15.44
782,9/1/2023,9/2/2023 0:31,94.13,15.60
783,9/1/2023,9/2/2023 0:33,76.50,15.65
784,9/1/2023,9/2/2023 0:34,104.08,15.57
785,9/1/2023,9/2/2023 0:36,100.33,15.59
786,9/1/2023,9/2/2023 0:37,5.50,15.79
787,9/1/2023,9/2/2023 0:39,14.75,15.80
788,9/1/2023,9/2/2023 0:40,86.43,15.68
789,9/1/2023,9/2/2023 0:42,83.50,15.68
790,9/1/2023,9/2/2023 0:43,54.88,15.76
791,9/1/2023,9/2/2023 0:45,57.60,15.76
792,9/1/2023,9/2/2023 0:46,99.70,15.65
793,9/1/2023,9/2/2023 0:48,137.18,15.47
794,9/1/2023,9/2/2023 0:49,182.91,15.20
795,9/1/2023,9/2/2023 0:51,175.38,15.21
796,9/1/2023,9/2/2023 0:52,137.70,15.39
797,9/1/2023,9/2/2023 0:54,136.27,15.38
798,9/1/2023,9/2/2023 0:55,98.92,15.55
799,9/1/2023,9/2/2023 0:57,131.92,15.43
800,9/1/2023,9/2/2023 0:58,186.08,15.10
801,9/1/2023,9/2/2023 1:00,186.13,15.07
802,9/1/2023,9/2/2023 1:01,166.08,15.14
803,9/1/2023,9/2/2023 1:03,157.71,15.19
804,9/1/2023,9/2/2023 1:04,97.77,15.47
805,9/1/2023,9/2/2023 1:06,72.38,15.57
806,9/1/2023,9/2/2023 1:07,106.92,15.46
807,9/1/2023,9/2/2023 1:09,117.42,15.42
808,9/1/2023,9/2/2023 1:10,122.90,15.39
809,9/1/2023,9/2/2023 1:12,126.33,15.37
810,9/1/2023,9/2/2023 1:13,159.36,15.19
811,9/1/2023,9/2/2023 1:15,127.11,15.34
812,9/1/2023,9/2/2023 1:16,93.20,15.49
813,9/1/2023,9/2/2023 1:18,75.29,15.56
814,9/1/2023,9/2/2023 1:19,99.94,15.48
815,9/1/2023,9/2/2023 1:21,111.09,15.44
816,9/1/2023,9/2/2023 1:22,70.00,15.59
817,9/1/2023,9/2/2023 1:24,117.67,15.42
818,9/1/2023,9/2/2023 1:25,83.55,15.54
819,9/1/2023,9/2/2023 1:27,124.54,15.37
820,9/1/2023,9/2/2023 1:28,125.17,15.35
821,9/1/2023,9/2/2023 1:30,152.46,15.20
822,9/1/2023,9/2/2023 1:31,109.58,15.39
823,9/1/2023,9/2/2023 1:33,77.46,15.52
824,9/1/2023,9/2/2023 1:34,61.67,15.59
825,9/1/2023,9/2/2023 1:36,119.78,15.39
826,9/1/2023,9/2/2023 1:37,134.17,15.32
827,9/1/2023,9/2/2023 1:39,144.67,15.26
828,9/1/2023,9/2/2023 1:40,177.25,15.06
829,9/1/2023,9/2/2023 1:42,186.43,14.98
830,9/1/2023,9/2/2023 1:43,198.69,14.88
831,9/1/2023,9/2/2023 1:45,204.22,14.83
832,9/1/2023,9/2/2023 1:46,195.88,14.91
833,9/1/2023,9/2/2023 1:48,122.09,15.34
834,9/1/2023,9/2/2023 1:49,112.94,15.40
835,9/1/2023,9/2/2023 1:51,115.57,15.41
836,9/1/2023,9/2/2023 1:52,116.91,15.40
837,9/1/2023,9/2/2023 1:54,89.10,15.52
838,9/1/2023,9/2/2023 1:55,95.44,15.53
839,9/1/2023,9/2/2023 1:57,108.50,15.44
840,9/1/2023,9/2/2023 1:58,69.00,15.58
841,9/1/2023,9/2/2023 2:00,45.00,15.60
842,9/1/2023,9/2/2023 2:01,130.31,15.33
843,9/1/2023,9/2/2023 2:03,87.70,15.49
844,9/1/2023,9/2/2023 2:04,20.27,15.63
845,9/1/2023,9/2/2023 2:06,26.00,15.62
846,9/1/2023,9/2/2023 2:07,109.60,15.41
847,9/1/2023,9/2/2023 2:09,70.90,15.54
848,9/1/2023,9/2/2023 2:10,121.67,15.36
849,9/1/2023,9/2/2023 2:12,143.33,15.30
850,9/1/2023,9/2/2023 2:13,247.06,14.57
851,9/1/2023,9/2/2023 2:15,329.00,13.81
852,9/1/2023,9/2/2023 2:16,327.46,13.70
853,9/1/2023,9/2/2023 2:18,320.89,13.79
854,9/1/2023,9/2/2023 2:19,312.10,13.89
855,9/1/2023,9/2/2023 2:21,303.20,13.96
856,9/1/2023,9/2/2023 2:22,280.88,14.13
857,9/1/2023,9/2/2023 2:24,225.73,14.55
858,9/1/2023,9/2/2023 2:25,223.19,14.92
859,9/1/2023,9/2/2023 2:27,210.67,15.24
860,9/1/2023,9/2/2023 2:28,225.07,15.17
861,9/1/2023,9/2/2023 2:30,212.40,15.17
862,9/1/2023,9/2/2023 2:31,123.65,15.62
863,9/1/2023,9/2/2023 2:33,130.00,15.57
864,9/1/2023,9/2/2023 2:34,143.93,15.48
865,9/1/2023,9/2/2023 2:36,126.64,15.54
866,9/1/2023,9/2/2023 2:37,80.67,15.73
867,9/1/2023,9/2/2023 2:39,102.50,15.64
868,9/1/2023,9/2/2023 2:40,79.10,15.71
869,9/1/2023,9/2/2023 2:42,86.67,15.69
870,9/1/2023,9/2/2023 2:43,95.20,15.62
871,9/1/2023,9/2/2023 2:45,87.00,15.63
872,9/1/2023,9/2/2023 2:46,75.50,15.66
873,9/1/2023,9/2/2023 2:48,134.00,15.50
874,9/1/2023,9/2/2023 2:49,151.69,15.31
875,9/1/2023,9/2/2023 2:51,150.17,15.23
876,9/1/2023,9/2/2023 2:52,109.14,15.43
877,9/1/2023,9/2/2023 2:54,105.71,15.44
878,9/1/2023,9/2/2023 2:55,73.31,15.54
879,9/1/2023,9/2/2023 2:57,36.29,15.64
880,9/1/2023,9/2/2023 2:58,130.26,15.34
881,9/1/2023,9/2/2023 3:00,126.67,15.34
882,9/1/2023,9/2/2023 3:01,141.07,15.22
883,9/1/2023,9/2/2023 3:03,136.50,15.24
884,9/1/2023,9/2/2023 3:04,151.35,15.13
885,9/1/2023,9/2/2023 3:06,161.56,15.08
886,9/1/2023,9/2/2023 3:07,159.69,15.04
887,9/1/2023,9/2/2023 3:09,120.60,15.21
888,9/1/2023,9/2/2023 3:10,155.59,15.04
889,9/1/2023,9/2/2023 3:12,145.36,15.06
890,9/1/2023,9/2/2023 3:13,130.20,15.13
891,9/1/2023,9/2/2023 3:15,133.60,15.11
892,9/1/2023,9/2/2023 3:16,124.31,15.15
893,9/1/2023,9/2/2023 3:18,146.13,15.03
894,9/1/2023,9/2/2023 3:19,170.93,14.85
895,9/1/2023,9/2/2023 3:21,214.00,14.56
896,9/1/2023,9/2/2023 3:22,204.59,14.58
897,9/1/2023,9/2/2023 3:24,194.00,14.68
898,9/1/2023,9/2/2023 3:25,141.35,15.00
899,9/1/2023,9/2/2023 3:27,104.80,15.21
900,9/1/2023,9/2/2023 3:28,116.36,15.17
901,9/1/2023,9/2/2023 3:30,131.00,15.09
902,9/1/2023,9/2/2023 3:31,140.13,15.05
903,9/1/2023,9/2/2023 3:33,134.50,15.06
904,9/1/2023,9/2/2023 3:34,127.00,15.09
905,9/1/2023,9/2/2023 3:36,152.83,14.97
906,9/1/2023,9/2/2023 3:37,115.47,15.14
907,9/1/2023,9/2/2023 3:39,62.80,15.34
908,9/1/2023,9/2/2023 3:40,41.33,15.40
909,9/1/2023,9/2/2023 3:42,42.80,15.41
910,9/1/2023,9/2/2023 3:43,87.00,15.31
911,9/1/2023,9/2/2023 3:45,89.50,15.31
912,9/1/2023,9/2/2023 3:46,121.31,15.19
913,9/1/2023,9/2/2023 3:48,134.40,15.10
914,9/1/2023,9/2/2023 3:49,143.27,15.02
915,9/1/2023,9/2/2023 3:51,135.90,15.04
916,9/1/2023,9/2/2023 3:52,141.83,15.00
917,9/1/2023,9/2/2023 3:54,167.75,14.88
918,9/1/2023,9/2/2023 3:55,88.00,15.39
919,9/1/2023,9/2/2023 3:57,105.18,15.60
920,9/1/2023,9/2/2023 3:58,96.60,15.60
921,9/1/2023,9/2/2023 4:00,115.29,15.44
922,9/1/2023,9/2/2023 4:01,195.00,14.92
923,9/1/2023,9/2/2023 4:03,318.22,13.85
924,9/1/2023,9/2/2023 4:04,322.60,13.71
925,9/1/2023,9/2/2023 4:06,342.50,13.38
926,9/1/2023,9/2/2023 4:07,329.80,13.46
927,9/1/2023,9/2/2023 4:09,320.17,13.50
928,9/1/2023,9/2/2023 4:10,319.33,13.48
929,9/1/2023,9/2/2023 4:12,306.27,13.56
930,9/1/2023,9/2/2023 4:13,335.00,13.41
931,9/1/2023,9/2/2023 4:15,213.93,14.36
932,9/1/2023,9/2/2023 4:16,190.09,14.61
933,9/1/2023,9/2/2023 4:18,155.71,14.86
934,9/1/2023,9/2/2023 4:19,145.44,14.95
935,9/1/2023,9/2/2023 4:21,186.79,14.70
936,9/1/2023,9/2/2023 4:22,304.55,13.90
937,9/1/2023,9/2/2023 4:24,335.57,13.40
938,9/1/2023,9/2/2023 4:25,337.00,13.31
939,9/1/2023,9/2/2023 4:27,208.93,14.40
940,9/1/2023,9/2/2023 4:28,142.20,14.90
941,9/1/2023,9/2/2023 4:30,80.94,15.25
942,9/1/2023,9/2/2023 4:31,73.00,15.30
943,9/1/2023,9/2/2023 4:33,80.50,15.28
944,9/1/2023,9/2/2023 4:34,117.09,15.29
945,9/1/2023,9/2/2023 4:36,153.19,14.97
946,9/1/2023,9/2/2023 4:37,174.14,14.84
947,9/1/2023,9/2/2023 4:39,155.67,14.88
948,9/1/2023,9/2/2023 4:40,142.67,14.95
949,9/1/2023,9/2/2023 4:42,162.41,14.86
950,9/1/2023,9/2/2023 4:43,215.27,14.54
951,9/1/2023,9/2/2023 4:45,201.41,14.61
952,9/1/2023,9/2/2023 4:46,159.57,14.84
953,9/1/2023,9/2/2023 4:48,151.35,14.92
954,9/1/2023,9/2/2023 4:49,194.67,14.69
955,9/1/2023,9/2/2023 4:51,201.29,14.62
956,9/1/2023,9/2/2023 4:52,214.58,14.51
957,9/1/2023,9/2/2023 4:54,242.29,14.28
958,9/1/2023,9/2/2023 4:55,242.13,14.26
959,9/1/2023,9/2/2023 4:57,279.13,13.96
960,9/1/2023,9/2/2023 4:58,233.55,14.40
