time;TIR-249;TIR-250;TT-905
2/12/2023 16:58;35,1;35,0;39,3
2/12/2023 17:00;35,1;35,1;39,5
2/12/2023 17:01;35,2;35,3;39,4
2/12/2023 17:03;35,2;34,8;39,2
2/12/2023 17:04;35,4;34,7;39,0
2/12/2023 17:06;35,4;34,5;38,8
2/12/2023 17:07;35,5;34,4;38,8
2/12/2023 17:09;35,5;34,4;38,7
2/12/2023 17:10;35,6;34,4;38,8
2/12/2023 17:12;35,5;34,2;38,6
2/12/2023 17:13;35,6;33,9;38,3
2/12/2023 17:15;35,6;33,7;38,1
2/12/2023 17:16;35,5;33,8;38,0
2/12/2023 17:18;35,5;33,4;38,0
2/12/2023 17:19;35,4;33,6;38,1
2/12/2023 17:21;35,4;33,8;38,3
2/12/2023 17:22;35,4;34,0;38,4
2/12/2023 17:24;35,3;34,2;38,6
2/12/2023 17:25;35,3;34,3;38,8
2/12/2023 17:27;35,3;34,5;39,0
2/12/2023 17:28;35,3;34,7;39,1
2/12/2023 17:30;35,2;34,7;39,0
2/12/2023 17:31;35,3;34,6;39,0
2/12/2023 17:33;35,5;34,6;39,1
2/12/2023 17:34;35,5;34,9;39,5
2/12/2023 17:36;35,5;35,8;40,1
2/12/2023 17:37;35,5;36,1;40,5
2/12/2023 17:39;35,5;36,3;40,7
2/12/2023 17:40;35,7;36,3;40,9
2/12/2023 17:42;35,7;36,7;41,3
2/12/2023 17:43;36,0;37,2;41,5
2/12/2023 17:45;36,1;37,2;41,7
2/12/2023 17:46;36,3;37,4;41,9
2/12/2023 17:48;36,4;37,4;41,8
2/12/2023 17:49;36,5;37,3;41,7
2/12/2023 17:51;36,7;37,0;41,5
2/12/2023 17:52;36,8;36,8;41,3
2/12/2023 17:54;37,0;36,7;41,2
2/12/2023 17:55;36,9;36,7;41,1
2/12/2023 17:57;37,0;36,7;41,2
2/12/2023 17:58;37,1;36,7;41,2
2/12/2023 18:00;37,2;36,7;41,2
2/12/2023 18:01;37,2;36,5;41,0
2/12/2023 18:03;37,2;36,3;40,7
2/12/2023 18:04;37,1;35,8;40,2
2/12/2023 18:06;37,2;35,4;39,8
2/12/2023 18:07;37,1;35,2;39,6
2/12/2023 18:09;37,1;35,0;39,5
2/12/2023 18:10;36,9;35,2;39,9
2/12/2023 18:12;36,9;36,1;40,8
2/12/2023 18:13;36,9;37,0;41,6
2/12/2023 18:15;37,0;37,4;41,8
2/12/2023 18:16;37,0;37,2;41,7
2/12/2023 18:18;37,0;37,2;41,8
2/12/2023 18:19;37,1;37,4;42,0
2/12/2023 18:21;37,2;37,5;42,0
2/12/2023 18:22;37,2;37,2;41,6
2/12/2023 18:24;37,4;37,1;41,4
2/12/2023 18:25;37,5;36,9;41,4
2/12/2023 18:27;37,6;37,1;41,6
2/12/2023 18:28;37,6;37,2;41,9
2/12/2023 18:30;37,5;37,4;42,1
2/12/2023 18:31;37,5;37,6;42,2
2/12/2023 18:33;37,6;37,9;42,5
2/12/2023 18:34;37,8;38,1;42,8
2/12/2023 18:36;37,8;38,4;43,0
2/12/2023 18:37;37,9;38,7;43,3
2/12/2023 18:39;38,0;38,8;43,5
2/12/2023 18:40;38,2;38,8;43,5
2/12/2023 18:42;38,1;39,0;43,6
2/12/2023 18:43;38,2;39,1;43,8
2/12/2023 18:45;38,3;39,3;43,9
2/12/2023 18:46;38,4;39,4;44,0
2/12/2023 18:48;38,5;39,4;43,8
2/12/2023 18:49;38,7;38,9;43,4
2/12/2023 18:51;38,8;38,3;42,7
2/12/2023 18:52;38,8;37,6;42,0
2/12/2023 18:54;38,8;37,0;41,5
2/12/2023 18:55;38,9;36,7;41,2
2/12/2023 18:57;38,7;36,5;41,1
2/12/2023 18:58;38,8;36,6;41,2
2/12/2023 19:00;38,5;36,7;41,5
2/12/2023 19:01;38,5;37,4;42,1
2/12/2023 19:03;38,4;38,2;42,9
2/12/2023 19:04;38,4;38,7;43,1
2/12/2023 19:06;38,4;38,3;42,7
2/12/2023 19:07;38,5;37,8;42,3
2/12/2023 19:09;38,5;37,6;42,0
2/12/2023 19:10;38,4;37,4;41,7
2/12/2023 19:12;38,6;37,1;41,5
2/12/2023 19:13;38,5;37,0;41,7
2/12/2023 19:15;38,5;37,3;42,0
2/12/2023 19:16;38,3;37,5;42,3
2/12/2023 19:18;38,3;37,9;42,7
2/12/2023 19:19;38,4;38,4;43,1
2/12/2023 19:21;38,4;38,6;43,3
2/12/2023 19:22;38,4;38,9;43,7
2/12/2023 19:24;38,4;39,3;44,0
2/12/2023 19:25;38,5;39,7;44,3
2/12/2023 19:27;38,7;39,9;44,5
2/12/2023 19:28;38,7;40,1;44,7
2/12/2023 19:30;38,8;40,2;44,8
2/12/2023 19:31;39,0;40,3;44,8
2/12/2023 19:33;39,0;40,3;44,8
2/12/2023 19:34;39,2;40,2;44,8
2/12/2023 19:36;39,4;40,2;44,8
2/12/2023 19:37;39,4;40,1;44,5
2/12/2023 19:39;39,7;39,2;44,0
2/12/2023 19:40;39,7;39,2;43,7
2/12/2023 19:42;39,6;38,9;43,6
2/12/2023 19:43;39,8;39,0;43,5
2/12/2023 19:45;39,7;38,8;43,4
2/12/2023 19:46;39,7;38,7;43,3
2/12/2023 19:48;39,7;38,5;42,9
2/12/2023 19:49;39,5;38,1;42,7
2/12/2023 19:51;39,5;38,0;42,3
2/12/2023 19:52;39,4;37,4;42,1
2/12/2023 19:54;39,4;37,3;42,0
2/12/2023 19:55;39,3;37,4;41,9
2/12/2023 19:57;39,2;37,3;42,0
2/12/2023 19:58;39,0;37,3;42,0
2/12/2023 20:00;39,0;37,4;42,1
2/12/2023 20:01;39,0;37,6;42,2
2/12/2023 20:03;38,9;37,8;42,4
2/12/2023 20:04;38,7;38,1;42,8
2/12/2023 20:06;38,7;38,4;43,0
2/12/2023 20:07;38,8;38,6;43,1
2/12/2023 20:09;38,7;38,4;43,1
2/12/2023 20:10;38,7;38,5;43,1
2/12/2023 20:12;38,7;38,7;43,4
2/12/2023 20:13;38,7;39,0;43,6
2/12/2023 20:15;38,8;39,3;43,9
2/12/2023 20:16;38,8;39,4;43,9
2/12/2023 20:18;39,1;39,4;44,0
2/12/2023 20:19;39,0;39,5;44,2
2/12/2023 20:21;39,1;39,7;44,3
2/12/2023 20:22;39,2;40,0;44,6
2/12/2023 20:24;39,1;40,1;44,8
2/12/2023 20:25;39,3;39,9;44,7
2/12/2023 20:27;39,3;40,1;44,6
2/12/2023 20:28;39,5;39,6;44,3
2/12/2023 20:30;39,5;39,4;44,1
2/12/2023 20:31;39,6;39,6;44,1
2/12/2023 20:33;39,6;39,2;43,9
2/12/2023 20:34;39,6;39,0;43,9
2/12/2023 20:36;39,6;39,2;44,0
2/12/2023 20:37;39,6;39,3;44,1
2/12/2023 20:39;39,5;39,6;44,5
2/12/2023 20:40;39,6;40,0;44,9
2/12/2023 20:42;39,6;40,5;45,3
2/12/2023 20:43;39,6;40,8;45,6
2/12/2023 20:45;39,6;40,8;45,5
2/12/2023 20:46;39,8;40,4;44,9
2/12/2023 20:48;39,8;39,7;44,4
2/12/2023 20:49;40,0;39,5;44,1
2/12/2023 20:51;39,9;39,3;43,9
2/12/2023 20:52;40,0;39,2;43,8
2/12/2023 20:54;40,0;39,2;44,0
2/12/2023 20:55;39,7;39,8;44,4
2/12/2023 20:57;39,8;40,1;44,8
2/12/2023 20:58;39,9;40,5;45,1
2/12/2023 21:00;39,9;40,6;44,9
2/12/2023 21:01;39,9;40,0;44,7
2/12/2023 21:03;39,8;40,0;44,8
2/12/2023 21:04;40,0;40,1;44,7
2/12/2023 21:06;40,1;40,0;44,5
2/12/2023 21:07;40,0;39,6;44,2
2/12/2023 21:09;40,1;39,3;43,9
2/12/2023 21:10;39,9;39,1;43,8
2/12/2023 21:12;39,9;39,1;43,8
2/12/2023 21:13;39,8;38,9;43,7
2/12/2023 21:15;39,8;38,9;43,7
2/12/2023 21:16;39,8;39,1;44,0
2/12/2023 21:18;39,6;39,5;44,2
2/12/2023 21:19;39,6;39,8;44,7
2/12/2023 21:21;39,5;40,1;44,8
2/12/2023 21:22;39,6;40,1;44,9
2/12/2023 21:24;39,6;40,1;44,9
2/12/2023 21:25;39,7;40,1;-483,7
2/12/2023 21:27;39,7;40,2;45,0
2/12/2023 21:28;39,7;40,3;45,1
2/12/2023 21:30;39,7;40,6;45,3
2/12/2023 21:31;39,9;40,6;45,4
2/12/2023 21:33;39,8;40,7;45,3
2/12/2023 21:34;40,0;40,7;45,3
2/12/2023 21:36;40,0;40,6;45,2
2/12/2023 21:37;40,0;40,3;44,9
2/12/2023 21:39;40,1;39,8;44,4
2/12/2023 21:40;40,0;39,3;44,1
2/12/2023 21:42;40,0;39,2;43,9
2/12/2023 21:43;39,9;39,3;43,8
2/12/2023 21:45;39,9;39,0;43,5
2/12/2023 21:46;39,8;38,6;43,3
2/12/2023 21:48;39,7;38,7;43,4
2/12/2023 21:49;39,6;38,9;43,6
2/12/2023 21:51;39,6;39,0;43,7
2/12/2023 21:52;39,5;39,1;43,7
2/12/2023 21:54;39,5;38,7;43,3
2/12/2023 21:55;39,5;38,1;42,7
2/12/2023 21:57;39,4;37,7;42,4
2/12/2023 21:58;39,4;37,6;42,3
2/12/2023 22:00;39,2;37,5;42,2
2/12/2023 22:01;39,2;37,2;41,9
2/12/2023 22:03;39,0;37,2;41,9
2/12/2023 22:04;39,0;37,5;42,1
2/12/2023 22:06;38,9;37,8;42,2
2/12/2023 22:07;38,9;37,4;41,9
2/12/2023 22:09;38,7;37,0;41,9
2/12/2023 22:10;38,6;37,4;42,2
2/12/2023 22:12;38,6;38,1;42,8
2/12/2023 22:13;38,5;38,6;43,4
2/12/2023 22:15;38,4;38,9;43,7
2/12/2023 22:16;38,5;39,1;43,8
2/12/2023 22:18;38,6;39,1;43,6
2/12/2023 22:19;38,7;38,6;43,4
2/12/2023 22:21;38,6;38,6;43,4
2/12/2023 22:22;38,7;38,6;43,4
2/12/2023 22:24;38,7;38,9;43,6
2/12/2023 22:25;38,7;39,0;43,7
2/12/2023 22:27;38,6;39,2;43,9
2/12/2023 22:28;38,7;39,3;44,0
2/12/2023 22:30;38,8;39,3;44,0
2/12/2023 22:31;38,8;39,5;44,0
2/12/2023 22:33;38,8;39,3;43,9
2/12/2023 22:34;39,0;39,1;43,6
2/12/2023 22:36;39,0;38,8;43,2
2/12/2023 22:37;38,8;38,5;42,8
2/12/2023 22:39;38,9;37,9;42,5
2/12/2023 22:40;38,8;37,7;42,3
2/12/2023 22:42;38,8;37,6;42,2
2/12/2023 22:43;38,8;37,6;42,2
2/12/2023 22:45;38,7;37,7;42,4
2/12/2023 22:46;38,7;37,9;42,5
2/12/2023 22:48;38,6;37,8;42,4
2/12/2023 22:49;38,6;37,6;42,1
2/12/2023 22:51;38,4;37,0;41,7
2/12/2023 22:52;38,4;36,9;41,4
2/12/2023 22:54;38,3;36,7;41,3
2/12/2023 22:55;38,3;36,8;41,4
2/12/2023 22:57;38,1;36,9;41,5
2/12/2023 22:58;38,1;37,1;41,8
2/12/2023 23:00;38,0;37,5;42,1
2/12/2023 23:01;38,0;37,7;42,3
2/12/2023 23:03;38,0;37,6;42,3
2/12/2023 23:04;37,9;37,6;42,3
2/12/2023 23:06;37,9;37,5;42,0
2/12/2023 23:07;37,8;37,0;41,6
2/12/2023 23:09;37,8;36,7;41,3
2/12/2023 23:10;37,8;36,8;41,5
2/12/2023 23:12;37,8;37,2;41,7
2/12/2023 23:13;37,7;37,1;41,8
2/12/2023 23:15;37,7;37,1;41,8
2/12/2023 23:16;37,6;37,1;41,8
2/12/2023 23:18;37,5;37,2;41,8
2/12/2023 23:19;37,6;37,1;41,6
2/12/2023 23:21;37,5;36,6;41,1
2/12/2023 23:22;37,5;35,7;40,4
2/12/2023 23:24;37,5;35,2;39,9
2/12/2023 23:25;37,3;35,1;39,7
2/12/2023 23:27;37,2;34,9;39,5
2/12/2023 23:28;37,2;34,8;39,4
2/12/2023 23:30;37,2;34,8;39,3
2/12/2023 23:31;37,0;34,7;39,3
2/12/2023 23:33;36,8;34,7;39,2
2/12/2023 23:34;36,7;34,7;39,1
2/12/2023 23:36;36,5;34,5;39,1
2/12/2023 23:37;36,5;34,4;39,1
2/12/2023 23:39;36,5;34,7;39,3
2/12/2023 23:40;36,3;34,7;39,4
2/12/2023 23:42;36,2;34,8;39,3
2/12/2023 23:43;36,3;34,3;38,9
2/12/2023 23:45;36,1;34,0;38,5
2/12/2023 23:46;36,1;33,6;38,3
2/12/2023 23:48;36,0;33,5;38,0
2/12/2023 23:49;35,9;33,4;38,0
2/12/2023 23:51;35,8;33,5;38,1
2/12/2023 23:52;35,7;33,6;38,2
2/12/2023 23:54;35,6;33,6;38,0
2/12/2023 23:55;35,5;33,3;37,9
2/12/2023 23:57;35,4;33,2;37,7
2/12/2023 23:58;35,3;33,1;37,6
2/13/2023 0:00;35,3;33,1;37,5
2/13/2023 0:01;35,2;33,1;37,6
2/13/2023 0:03;35,1;33,3;37,7
2/13/2023 0:04;35,1;33,3;37,9
2/13/2023 0:06;34,9;33,5;38,0
2/13/2023 0:07;34,9;33,7;38,4
2/13/2023 0:09;34,9;34,1;38,8
2/13/2023 0:10;34,8;34,5;38,8
2/13/2023 0:12;34,8;34,2;38,8
2/13/2023 0:13;34,8;34,0;38,5
2/13/2023 0:15;35,0;33,8;38,3
2/13/2023 0:16;35,0;33,6;38,2
2/13/2023 0:18;34,8;33,7;38,4
2/13/2023 0:19;34,9;33,9;38,5
2/13/2023 0:21;34,8;34,1;38,7
2/13/2023 0:22;34,9;34,2;38,8
2/13/2023 0:24;34,8;34,3;38,8
2/13/2023 0:25;34,9;34,2;38,8
2/13/2023 0:27;34,8;34,2;38,7
2/13/2023 0:28;34,9;33,5;38,0
2/13/2023 0:30;35,0;32,9;37,5
2/13/2023 0:31;34,8;32,7;37,2
2/13/2023 0:33;34,8;32,5;37,0
2/13/2023 0:34;34,7;32,5;36,9
2/13/2023 0:36;34,6;32,4;36,8
2/13/2023 0:37;34,6;32,3;36,8
2/13/2023 0:39;34,4;32,4;36,8
2/13/2023 0:40;34,3;32,3;36,8
2/13/2023 0:42;34,3;32,3;36,7
2/13/2023 0:43;34,2;32,4;36,7
2/13/2023 0:45;34,3;32,6;36,8
2/13/2023 0:46;34,1;32,4;36,7
2/13/2023 0:48;34,0;32,1;36,4
2/13/2023 0:49;34,0;31,7;36,1
2/13/2023 0:51;33,9;31,6;35,9
2/13/2023 0:52;33,9;31,4;35,8
2/13/2023 0:54;33,8;31,3;35,6
2/13/2023 0:55;33,6;31,1;35,6
2/13/2023 0:57;33,5;31,2;35,5
2/13/2023 0:58;33,5;31,1;35,5
2/13/2023 1:00;33,5;30,9;35,4
2/13/2023 1:01;33,2;30,8;35,3
2/13/2023 1:03;33,2;30,8;35,1
2/13/2023 1:04;33,1;30,7;35,0
2/13/2023 1:06;33,1;30,7;35,1
2/13/2023 1:07;33,0;30,8;35,3
2/13/2023 1:09;32,9;31,0;35,5
2/13/2023 1:10;32,9;31,2;35,4
2/13/2023 1:12;32,9;30,9;35,3
2/13/2023 1:13;32,7;31,0;35,5
2/13/2023 1:15;32,7;31,4;35,7
2/13/2023 1:16;32,7;31,7;36,1
2/13/2023 1:18;32,9;32,1;36,6
2/13/2023 1:19;32,6;32,6;37,0
2/13/2023 1:21;32,8;32,6;36,9
2/13/2023 1:22;32,8;32,4;36,9
2/13/2023 1:24;32,8;32,7;37,2
2/13/2023 1:25;33,0;33,1;37,5
2/13/2023 1:27;33,1;33,2;37,6
2/13/2023 1:28;33,2;33,3;37,8
2/13/2023 1:30;33,1;33,5;38,1
2/13/2023 1:31;33,3;33,9;38,4
2/13/2023 1:33;33,4;34,4;38,8
2/13/2023 1:34;33,6;34,7;39,3
2/13/2023 1:36;33,7;35,0;-438,5
2/13/2023 1:37;33,7;35,1;39,6
2/13/2023 1:39;34,1;35,2;39,7
2/13/2023 1:40;34,0;35,3;39,8
2/13/2023 1:42;34,3;35,3;39,7
2/13/2023 1:43;34,3;35,1;39,7
2/13/2023 1:45;34,6;35,1;39,5
2/13/2023 1:46;34,7;34,9;39,4
2/13/2023 1:48;34,7;34,9;39,3
2/13/2023 1:49;34,9;34,9;39,3
2/13/2023 1:51;35,0;34,9;39,3
2/13/2023 1:52;35,0;34,8;39,3
2/13/2023 1:54;35,2;35,0;39,3
2/13/2023 1:55;35,1;34,8;39,1
2/13/2023 1:57;35,2;34,1;38,5
2/13/2023 1:58;35,1;33,6;38,0
2/13/2023 2:00;35,2;33,4;37,9
2/13/2023 2:01;35,1;33,5;38,0
2/13/2023 2:03;35,1;33,8;38,1
2/13/2023 2:04;35,0;33,9;38,4
2/13/2023 2:06;35,0;34,2;38,6
2/13/2023 2:07;35,0;34,4;38,8
2/13/2023 2:09;35,1;34,7;39,1
2/13/2023 2:10;35,0;35,1;39,3
2/13/2023 2:12;35,1;35,1;39,2
2/13/2023 2:13;35,1;34,6;38,6
2/13/2023 2:15;35,1;33,7;38,0
2/13/2023 2:16;35,1;33,4;37,8
2/13/2023 2:18;35,1;33,7;38,1
2/13/2023 2:19;35,1;34,2;38,7
2/13/2023 2:21;35,0;34,9;39,3
2/13/2023 2:22;35,1;35,4;39,8
2/13/2023 2:24;35,1;35,7;40,2
2/13/2023 2:25;35,2;36,2;40,5
2/13/2023 2:27;35,3;36,3;40,7
2/13/2023 2:28;35,4;36,6;41,0
2/13/2023 2:30;35,3;36,7;-628,1
2/13/2023 2:31;35,5;36,7;41,0
2/13/2023 2:33;35,7;36,5;41,0
2/13/2023 2:34;35,9;36,5;41,0
2/13/2023 2:36;36,0;36,5;41,1
2/13/2023 2:37;36,1;36,8;41,3
2/13/2023 2:39;36,0;36,8;41,2
2/13/2023 2:40;36,2;36,5;41,0
2/13/2023 2:42;36,3;36,3;40,8
2/13/2023 2:43;36,2;36,1;40,7
2/13/2023 2:45;36,5;36,2;40,5
2/13/2023 2:46;36,4;36,0;40,1
2/13/2023 2:48;36,4;35,2;39,6
2/13/2023 2:49;36,3;34,7;39,2
2/13/2023 2:51;36,3;34,6;39,2
2/13/2023 2:52;36,1;34,9;39,4
2/13/2023 2:54;36,2;35,1;39,7
2/13/2023 2:55;36,1;35,5;39,9
2/13/2023 2:57;36,2;35,5;40,0
2/13/2023 2:58;36,1;35,7;40,2
2/13/2023 3:00;36,0;36,0;40,1
2/13/2023 3:01;36,1;35,5;39,6
2/13/2023 3:03;36,0;34,8;39,2
2/13/2023 3:04;36,0;34,6;39,0
2/13/2023 3:06;35,9;34,6;39,1
2/13/2023 3:07;36,0;34,8;39,2
2/13/2023 3:09;35,8;34,9;39,3
2/13/2023 3:10;35,7;35,0;39,4
2/13/2023 3:12;35,8;35,1;39,5
2/13/2023 3:13;35,8;35,3;39,6
2/13/2023 3:15;35,7;35,2;39,5
2/13/2023 3:16;35,7;35,1;39,4
2/13/2023 3:18;35,8;35,0;39,3
2/13/2023 3:19;35,7;35,1;39,4
2/13/2023 3:21;35,7;35,2;39,5
2/13/2023 3:22;35,7;35,3;39,6
2/13/2023 3:24;35,8;35,2;39,6
2/13/2023 3:25;35,7;35,2;39,5
2/13/2023 3:27;35,8;35,0;39,4
2/13/2023 3:28;35,8;35,1;39,6
2/13/2023 3:30;35,7;35,3;39,8
2/13/2023 3:31;35,8;35,5;39,9
2/13/2023 3:33;35,8;35,5;40,0
2/13/2023 3:34;35,8;35,4;40,0
2/13/2023 3:36;35,7;35,4;40,0
2/13/2023 3:37;35,7;35,5;40,1
2/13/2023 3:39;35,7;35,7;40,4
2/13/2023 3:40;35,8;36,2;40,9
2/13/2023 3:42;35,8;36,6;41,2
2/13/2023 3:43;35,6;36,8;41,3
2/13/2023 3:45;35,7;36,7;41,2
2/13/2023 3:46;35,9;36,5;41,0
2/13/2023 3:48;36,1;36,3;41,0
2/13/2023 3:49;36,0;36,4;41,0
2/13/2023 3:51;36,2;36,5;41,1
2/13/2023 3:52;36,2;36,6;41,1
2/13/2023 3:54;36,4;36,3;40,8
2/13/2023 3:55;36,3;35,9;40,5
2/13/2023 3:57;36,4;35,9;40,4
2/13/2023 3:58;36,4;35,9;40,5
2/13/2023 4:00;36,3;36,1;40,8
2/13/2023 4:01;36,4;36,7;41,2
2/13/2023 4:03;36,5;37,1;41,4
2/13/2023 4:04;36,6;37,1;41,6
2/13/2023 4:06;36,6;37,0;41,5
2/13/2023 4:07;36,6;36,7;41,3
2/13/2023 4:09;36,5;36,8;41,4
2/13/2023 4:10;36,7;36,9;41,4
2/13/2023 4:12;36,6;37,0;41,5
2/13/2023 4:13;36,7;37,0;41,6
2/13/2023 4:15;36,8;37,2;41,7
2/13/2023 4:16;36,7;37,3;41,8
2/13/2023 4:18;36,9;37,2;41,8
2/13/2023 4:19;36,9;37,1;41,8
2/13/2023 4:21;36,9;37,2;41,8
2/13/2023 4:22;36,9;37,1;41,7
2/13/2023 4:24;37,0;37,1;41,6
2/13/2023 4:25;37,0;37,0;41,7
2/13/2023 4:27;37,0;36,9;41,8
2/13/2023 4:28;37,2;37,4;42,0
2/13/2023 4:30;37,1;37,5;41,9
2/13/2023 4:31;37,1;37,2;41,9
2/13/2023 4:33;37,1;37,2;41,8
2/13/2023 4:34;37,1;37,3;42,0
2/13/2023 4:36;37,2;37,5;42,2
2/13/2023 4:37;37,1;37,8;42,6
2/13/2023 4:39;37,3;38,3;42,9
2/13/2023 4:40;37,2;38,6;43,1
2/13/2023 4:42;37,3;38,4;42,9
2/13/2023 4:43;37,4;37,7;42,0
2/13/2023 4:45;37,4;36,6;41,1
2/13/2023 4:46;37,5;36,0;40,6
2/13/2023 4:48;37,4;35,8;40,5
2/13/2023 4:49;37,4;36,0;40,6
2/13/2023 4:51;37,4;36,2;40,9
2/13/2023 4:52;37,2;36,7;41,4
2/13/2023 4:54;37,2;37,3;41,9
2/13/2023 4:55;37,1;37,7;42,1
2/13/2023 4:57;37,1;37,7;42,2
2/13/2023 4:58;37,1;37,5;41,9
